,date,close,diff,open,high,low,volume
509,2020-01-29,335000,1500,338000,339000,332500,272147
510,2020-01-28,336500,12000,338000,339500,335000,348298
511,2020-01-23,348500,3000,347500,354000,347000,260932
512,2020-01-22,351500,7000,347500,353000,344500,311524
513,2020-01-21,344500,9500,358000,359000,344500,364883
514,2020-01-20,354000,21000,340500,355000,340000,556519
515,2020-01-17,333000,4000,330500,333000,330000,221203
516,2020-01-16,329000,500,328500,330000,324000,194414
517,2020-01-15,328500,5000,330500,333000,327000,231766
518,2020-01-14,333500,1000,335000,343000,331000,425340
519,2020-01-13,332500,7500,328500,335000,327500,359435
520,2020-01-10,325000,18500,307000,325500,306500,610981
521,2020-01-09,306500,4500,305000,307500,304500,198621
522,2020-01-08,302000,9000,306000,307000,301500,225471
523,2020-01-07,311000,4000,306000,313500,305000,133788
524,2020-01-06,307000,4000,308000,311000,306500,138154
525,2020-01-03,311000,3000,317000,318500,310500,165030
526,2020-01-02,314000,3500,321000,321000,313500,139496
527,2019-12-30,317500,7000,311500,318000,311000,168990
528,2019-12-27,310500,2500,308500,312000,306000,149622
529,2019-12-26,308000,4500,312500,314000,307500,166208
530,2019-12-24,312500,500,317000,321000,312500,224260
531,2019-12-23,313000,1500,314000,315000,311000,121761
532,2019-12-20,314500,5500,310000,315500,309500,248130
533,2019-12-19,309000,2000,304500,309500,302500,110138
534,2019-12-18,307000,1500,307000,307000,298000,207013
535,2019-12-17,305500,3500,306500,308000,305000,176726
536,2019-12-16,309000,6000,302500,309000,301500,182481
537,2019-12-13,303000,2500,305000,306500,301000,223170
538,2019-12-12,300500,0,302000,302500,299500,246964
539,2019-12-11,300500,1500,302000,302500,299500,137285
540,2019-12-10,299000,4000,298500,300000,297500,159077
541,2019-12-09,295000,500,297500,298500,294500,150943
542,2019-12-06,294500,1000,295500,298500,293000,155425
543,2019-12-05,293500,3000,296500,296500,292000,199730
544,2019-12-04,296500,13000,306500,307000,295500,316394
545,2019-12-03,309500,500,308500,310500,305500,97676
546,2019-12-02,309000,2500,308000,311000,306000,123351
547,2019-11-29,306500,2500,306500,309500,304000,197050
548,2019-11-28,309000,0,308500,311000,307000,87936
549,2019-11-27,309000,500,312500,312500,307000,100282
550,2019-11-26,308500,0,311000,313000,308500,302933
551,2019-11-25,308500,7500,302500,311500,302000,300005
552,2019-11-22,301000,4000,304500,307000,301000,285700
553,2019-11-21,305000,4500,310000,310500,303500,156773
554,2019-11-20,309500,8000,316500,317500,308500,188995
555,2019-11-19,317500,1500,315500,319000,313500,136513
556,2019-11-18,316000,1500,317500,318000,315500,88958
557,2019-11-15,317500,2000,317500,321000,316000,130953
558,2019-11-14,319500,5000,317500,319500,315000,135926
559,2019-11-13,314500,3000,316500,318000,312000,117232
560,2019-11-12,317500,500,317500,319000,316500,62703
561,2019-11-11,317000,6000,323500,324000,316000,124161
562,2019-11-08,323000,6500,320500,323000,318000,173853
563,2019-11-07,316500,1000,317000,318500,314000,108717
564,2019-11-06,317500,4000,324000,325500,317000,201082
565,2019-11-05,321500,6500,316500,321500,316000,244050
566,2019-11-04,315000,6000,311000,315000,310500,236514
567,2019-11-01,309000,1500,308000,309000,305000,86443
568,2019-10-31,307500,2500,308000,310500,305500,236988
569,2019-10-30,305000,5000,302500,306000,299000,196715
570,2019-10-29,300000,2000,304000,304500,300000,141589
571,2019-10-28,302000,500,304000,305000,301500,141604
572,2019-10-25,301500,3500,306000,307500,299500,255701
573,2019-10-24,298000,1500,303500,305000,296500,238188
574,2019-10-23,299500,1000,298500,300500,297000,125797
575,2019-10-22,298500,0,299000,300000,296500,250758
576,2019-10-21,298500,3000,298500,300000,296500,146338
577,2019-10-18,295500,8500,301500,305000,295500,263628
578,2019-10-17,304000,1000,306500,307000,303000,124636
579,2019-10-16,303000,0,303500,304500,301000,169910
580,2019-10-15,303000,1000,304000,305500,302000,127670
581,2019-10-14,304000,1500,305000,306500,302000,146205
582,2019-10-11,302500,5500,300500,303500,299000,182446
583,2019-10-10,297000,1500,294000,297500,292500,224500
584,2019-10-08,295500,6500,290000,296500,289500,205540
585,2019-10-07,289000,7000,294500,297000,286500,284855
586,2019-10-04,296000,500,297500,302000,296000,167424
587,2019-10-02,296500,8000,303500,303500,296500,234302
588,2019-10-01,304500,5000,299000,308500,298000,190739
589,2019-09-30,299500,2000,300000,302500,297500,214811
590,2019-09-27,301500,3000,303500,304500,301000,273366
591,2019-09-26,304500,500,306500,307500,303500,239641
592,2019-09-25,305000,22000,315000,315000,304000,962072
593,2019-09-24,327000,3500,322500,327000,322500,142221
594,2019-09-23,323500,5500,328500,328500,323000,174354
595,2019-09-20,329000,1500,327500,329000,326000,158169
596,2019-09-19,327500,2000,325000,328500,324500,108529
597,2019-09-18,325500,2000,328000,328500,324500,100339
598,2019-09-17,327500,3000,324000,327500,320500,227963
599,2019-09-16,324500,500,321000,326500,318500,319049
600,2019-09-11,324000,2000,322000,327000,321500,244506
601,2019-09-10,322000,3000,325500,328000,320000,150462
602,2019-09-09,325000,3500,328000,330500,325000,128902
603,2019-09-06,328500,3500,326000,330000,326000,111619
604,2019-09-05,325000,3500,322500,328000,321000,170296
605,2019-09-04,321500,500,318500,321500,318000,137210
606,2019-09-03,322000,500,321500,323500,320000,98010
607,2019-09-02,321500,9000,322000,324000,315500,227172
608,2019-08-30,330500,5500,329000,331000,327500,115040
609,2019-08-29,325000,1000,325500,327500,322500,70201
610,2019-08-28,324000,1000,324000,329000,323000,107317
611,2019-08-27,323000,500,327000,331500,321500,190393
612,2019-08-26,323500,6000,329500,332500,322500,179599
613,2019-08-23,329500,9500,316000,332500,316000,178100
614,2019-08-22,320000,8000,327500,332000,320000,165953
615,2019-08-21,328000,4000,324500,330000,323500,114378
616,2019-08-20,324000,3000,319500,325000,319000,75449
617,2019-08-19,321000,1000,321000,322000,318000,84033
618,2019-08-16,320000,3500,320000,320500,315000,85005
619,2019-08-14,323500,14500,313500,323500,311500,192588
620,2019-08-13,309000,5000,312000,314500,308500,119987
621,2019-08-12,314000,3000,315500,317000,313000,84452
622,2019-08-09,317000,1000,321000,322500,317000,86491
623,2019-08-08,318000,2500,320000,322000,314000,182984
624,2019-08-07,315500,5500,309500,317500,309000,164132
625,2019-08-06,310000,5500,301000,317500,301000,287938
626,2019-08-05,315500,16000,328000,330000,315500,234602
627,2019-08-02,331500,1000,325000,333000,325000,151336
628,2019-08-01,332500,5000,338500,339000,332500,129913
629,2019-07-31,337500,3000,330000,342000,330000,185273
630,2019-07-30,334500,1500,328000,336000,328000,95024
631,2019-07-29,333000,0,333500,333500,325000,168075
632,2019-07-26,333000,3000,336000,337000,330500,203369
633,2019-07-25,336000,17500,345500,346000,335000,488905
634,2019-07-24,353500,5500,361000,361000,351000,102363
635,2019-07-23,359000,2000,357500,361500,357000,87905
636,2019-07-22,357000,4500,360000,360000,355500,80333
637,2019-07-19,361500,5500,358500,361500,355000,158745
638,2019-07-18,356000,3000,353000,359500,352500,145999
639,2019-07-17,353000,0,355000,356500,349500,142249
640,2019-07-16,353000,6000,346000,353000,346000,141257
641,2019-07-15,347000,2500,344000,348000,342500,102063
642,2019-07-12,344500,3500,341500,347000,341500,128147
643,2019-07-11,341000,3500,341500,344000,340000,159837
644,2019-07-10,337500,0,339000,344000,337000,151141
645,2019-07-09,337500,7500,344500,349000,337000,194090
646,2019-07-08,345000,9500,352000,352500,343500,147643
647,2019-07-05,354500,4000,361000,361000,352000,100106
648,2019-07-04,358500,3000,359500,360000,355000,82751
649,2019-07-03,355500,7000,353000,359500,351000,220098
650,2019-07-02,348500,6500,352500,355000,348500,105241
651,2019-07-01,355000,500,360000,360000,353000,113228
652,2019-06-28,354500,5000,350000,356000,348000,163529
653,2019-06-27,349500,2000,346000,350000,343000,172767
654,2019-06-26,347500,4500,350500,350500,346500,100381
655,2019-06-25,352000,3500,350000,356000,350000,169316
656,2019-06-24,348500,500,349000,349000,345000,84084
657,2019-06-21,348000,4000,350000,351500,346000,121196
658,2019-06-20,352000,3500,349500,352000,347500,150039
659,2019-06-19,348500,3000,349500,350500,346000,102094
660,2019-06-18,345500,3000,348000,349000,342500,187801
661,2019-06-17,348500,4000,344500,350000,343500,147491
662,2019-06-14,344500,4500,349000,350500,341500,229667
663,2019-06-13,349000,12000,345000,349000,339500,336019
664,2019-06-12,337000,4000,341500,342000,335000,141549
665,2019-06-11,341000,4000,338000,341500,329000,285000
666,2019-06-10,337000,6500,334000,337000,330000,133998
667,2019-06-07,330500,1000,335000,335000,330000,114979
668,2019-06-05,331500,6000,341000,341500,331500,158733
669,2019-06-04,337500,500,337000,339500,333500,106548
670,2019-06-03,337000,4000,330000,337000,328500,156208
671,2019-05-31,333000,5500,329000,336500,327000,222635
672,2019-05-30,327500,4500,329500,337500,326000,263071
673,2019-05-29,323000,3000,328000,330000,322000,159476
674,2019-05-28,326000,0,326000,330500,322500,288317
675,2019-05-27,326000,500,324000,329000,322000,122563
676,2019-05-24,325500,1500,323000,326500,319000,173785
677,2019-05-23,327000,5000,332000,332000,325000,147111
678,2019-05-22,332000,2500,331000,334000,329500,96373
679,2019-05-21,329500,500,328500,333500,328000,151917
680,2019-05-20,330000,4000,336000,341000,328500,134913
681,2019-05-17,334000,1500,339000,344000,333500,132312
682,2019-05-16,335500,5000,346000,347500,334500,224008
683,2019-05-15,340500,9000,332500,342500,330500,256554
684,2019-05-14,331500,1500,328500,335000,328000,223147
685,2019-05-13,333000,11000,340000,342000,332500,229518
686,2019-05-10,344000,1000,341000,349500,339000,243229
687,2019-05-09,343000,13000,355500,356500,343000,358834
688,2019-05-08,356000,2000,354000,360000,352500,156763
689,2019-05-07,358000,6500,358000,360000,355000,190156
690,2019-05-03,364500,5500,360500,366000,359000,160521
691,2019-05-02,359000,2000,357500,364000,357500,260801
692,2019-04-30,361000,4000,366000,368000,356500,247798
693,2019-04-29,365000,6500,357000,365000,354000,208561
694,2019-04-26,358500,6500,363000,364500,358500,185237
695,2019-04-25,365000,3500,357500,365500,356500,281721
696,2019-04-24,361500,9500,371500,371500,359500,431261
697,2019-04-23,371000,500,369500,372500,366500,151790
698,2019-04-22,370500,4000,368500,374500,368000,164492
699,2019-04-19,366500,2500,370000,371000,366500,110098
700,2019-04-18,369000,2000,369500,373000,367000,281963
701,2019-04-17,371000,2500,374000,377000,370500,155525
702,2019-04-16,373500,500,373500,377000,371000,144284
703,2019-04-15,374000,6000,379000,381500,373000,219027
704,2019-04-12,380000,8500,387000,387000,379500,206511
705,2019-04-11,388500,500,389000,390000,385000,206847
706,2019-04-10,389000,2000,387000,389000,381500,172063
707,2019-04-09,387000,3500,387000,390000,380500,159712
708,2019-04-08,383500,6000,377000,387000,377000,247069
709,2019-04-05,377500,1000,377000,379000,374000,111499
710,2019-04-04,376500,0,378000,380000,373500,117507
711,2019-04-03,376500,4500,366500,377000,365500,182955
712,2019-04-02,372000,1500,372500,375000,369500,124592
713,2019-04-01,370500,4500,367000,376000,366500,170894
714,2019-03-29,366000,5000,365000,366000,359000,142056
715,2019-03-28,361000,1500,361000,364500,359000,154119
716,2019-03-27,362500,4000,366000,367000,360500,201938
717,2019-03-26,366500,500,367500,369000,364000,126328
718,2019-03-25,367000,12500,368000,371500,364000,275020
719,2019-03-22,379500,2500,380000,383500,376000,168236
720,2019-03-21,382000,19000,375500,382000,370000,422078
721,2019-03-20,363000,6500,371000,371000,358500,197333
722,2019-03-19,369500,3500,369000,370000,365500,101797
723,2019-03-18,366000,4500,375000,375000,364500,143247
724,2019-03-15,370500,500,366000,374000,364500,224707
725,2019-03-14,370000,7000,368000,370000,364500,218477
726,2019-03-13,363000,2500,365000,365500,359500,130719
727,2019-03-12,365500,4500,364500,369500,362500,134842
728,2019-03-11,361000,3500,364500,365500,358000,176310
729,2019-03-08,364500,1500,369500,375000,363500,241496
730,2019-03-07,366000,7000,373500,375500,364500,217748
731,2019-03-06,373000,500,373500,376500,370000,185818
732,2019-03-05,373500,13500,384500,385000,371500,301137
733,2019-03-04,387000,3500,395000,400000,385500,272909
734,2019-02-28,390500,1500,391000,393500,387000,232429
735,2019-02-27,392000,6000,388000,393000,386000,203931
736,2019-02-26,386000,500,385500,388500,380500,186216
737,2019-02-25,385500,2000,386500,389000,381500,184192
738,2019-02-22,383500,4000,387000,388000,375500,321536
739,2019-02-21,387500,7000,391000,392500,386500,196217
740,2019-02-20,394500,4500,390000,395000,388500,187571
741,2019-02-19,390000,1000,390500,394500,387500,167684
742,2019-02-18,391000,11000,383000,395000,382000,391159
743,2019-02-15,380000,0,380000,382000,377000,176600
744,2019-02-14,380000,2000,375500,380000,373000,174263
745,2019-02-13,378000,6500,372000,378500,371000,238938
746,2019-02-12,371500,500,372000,372500,368500,161623
747,2019-02-11,372000,2000,374000,375500,369000,222401
748,2019-02-08,370000,500,368000,375000,366000,200400
749,2019-02-07,369500,1500,368000,373000,368000,203911
750,2019-02-01,368000,0,369500,373000,367000,186088
751,2019-01-31,368000,11000,384500,385000,367000,366641
752,2019-01-30,379000,1000,378500,382500,368500,292815
753,2019-01-29,378000,3500,374500,378000,373000,129353
754,2019-01-28,374500,1000,376500,380500,371000,169205
755,2019-01-25,373500,6000,364000,376000,363000,179731
756,2019-01-24,367500,1500,365000,372500,364000,163790
757,2019-01-23,369000,3000,365000,371000,361500,135604
758,2019-01-22,366000,4000,369500,371500,361500,168874
759,2019-01-21,370000,1500,370000,373000,366000,185149
760,2019-01-18,368500,8500,365500,371000,363000,175106
761,2019-01-17,360000,6000,366000,369500,359500,195538
762,2019-01-16,366000,10000,356000,367500,356000,338647
763,2019-01-15,356000,5500,350500,356000,348500,162948
764,2019-01-14,350500,1500,349000,354500,347000,116345
765,2019-01-11,349000,2000,347000,353000,344000,133523
766,2019-01-10,347000,5000,352000,354000,344500,160808
767,2019-01-09,352000,2500,349500,353000,346500,189562
768,2019-01-08,349500,6500,346500,351500,343000,191633
769,2019-01-07,343000,12500,340000,350000,337500,322157
770,2019-01-04,330500,2500,327500,331500,321500,146988
771,2019-01-03,328000,9000,337500,341000,327500,232935
772,2019-01-02,337000,10000,351000,353500,335500,227694
773,2018-12-28,347000,0,349000,352500,345500,107893
774,2018-12-27,347000,6000,359000,359500,345500,172656
775,2018-12-26,353000,4500,350000,356500,347500,191680
776,2018-12-24,357500,1000,357000,362500,355000,104960
777,2018-12-21,358500,14500,344000,361500,341500,397305
778,2018-12-20,344000,8500,351500,351500,338000,253607
779,2018-12-19,352500,12500,342000,355000,342000,276651
780,2018-12-18,340000,11500,349000,349500,337500,253947
781,2018-12-17,351500,0,352500,358000,351500,133815
782,2018-12-14,351500,3500,356500,361000,346000,175154
783,2018-12-13,355000,5000,352500,361000,350000,281643
784,2018-12-12,350000,500,351500,353000,346000,166963
785,2018-12-11,349500,4500,343500,351500,343500,170594
786,2018-12-10,345000,6500,347500,351000,340500,179911
787,2018-12-07,351500,2000,355000,360000,351000,131615
788,2018-12-06,353500,1000,358000,363500,350000,175833
789,2018-12-05,354500,4000,350000,357500,348000,143860
790,2018-12-04,358500,6500,364000,364000,354500,214522
791,2018-12-03,365000,19500,351500,366000,351500,327930
792,2018-11-30,345500,2000,349500,351500,344000,303151
793,2018-11-29,347500,500,351000,351500,345500,232946
794,2018-11-28,347000,4000,344000,347500,340500,300120
795,2018-11-27,343000,8000,337000,343000,330000,198864
796,2018-11-26,335000,6500,330500,338000,329000,210200
797,2018-11-23,328500,9500,338000,343000,327500,147880
798,2018-11-22,338000,2500,341000,341000,335000,128580
799,2018-11-21,340500,1000,335500,343500,334500,153279
800,2018-11-20,339500,6000,343500,344500,335000,170177
801,2018-11-19,345500,1000,342000,346000,341000,117733
802,2018-11-16,344500,2500,344500,347500,342000,181324
803,2018-11-15,342000,2000,337000,342500,335000,150336
804,2018-11-14,340000,4500,338000,343000,332000,265603
805,2018-11-13,335500,2000,328500,335500,321500,208344
806,2018-11-12,333500,6000,328500,335000,323500,180275
807,2018-11-09,327500,7500,335000,339000,326500,347828
808,2018-11-08,335000,5000,345000,347000,335000,345238
809,2018-11-07,340000,10000,348000,350000,338500,361104
810,2018-11-06,350000,6000,359500,359500,345500,214150
811,2018-11-05,356000,2000,356500,363500,348000,177433
812,2018-11-02,358000,19000,347000,359000,345000,239187
813,2018-11-01,339000,8000,350000,352500,338500,209045
814,2018-10-31,347000,8500,336000,348000,330000,251134
815,2018-10-30,338500,3000,335500,346000,329500,276286
